country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",31-03-2024 06:00:00,16.5150833,80.5181667,PM2.5,10,44,26
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",31-03-2024 06:00:00,16.5150833,80.5181667,NH3,4,5,5
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",31-03-2024 06:00:00,16.5150833,80.5181667,CO,4,108,51
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",31-03-2024 06:00:00,14.465052,78.824187,PM2.5,18,69,40
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",31-03-2024 06:00:00,16.9872867,81.7363176,PM10,20,72,41
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",31-03-2024 06:00:00,16.9872867,81.7363176,NH3,3,5,3
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",31-03-2024 06:00:00,13.67,79.35,NO2,15,44,27
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",31-03-2024 06:00:00,16.536107,80.594233,PM10,47,68,58
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",31-03-2024 06:00:00,16.536107,80.594233,SO2,3,4,4
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",31-03-2024 06:00:00,16.486692,80.699436,NH3,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",31-03-2024 06:00:00,16.509717,80.612222,NH3,4,7,6
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",31-03-2024 06:00:00,16.554731,80.649110,PM2.5,44,47,45
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",31-03-2024 06:00:00,17.72,83.3,CO,10,92,19
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",31-03-2024 06:00:00,17.72,83.3,OZONE,4,152,48
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",31-03-2024 06:00:00,27.103358,93.679645,NO2,3,3,3
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",31-03-2024 06:00:00,26.071318,91.87488,PM10,177,500,314
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",31-03-2024 06:00:00,26.071318,91.87488,OZONE,1,21,21
India,Assam,Guwahati,"IITG, Guwahati - PCBA",31-03-2024 06:00:00,26.2028636,91.70046436,NO2,1,13,6
India,Assam,Guwahati,"IITG, Guwahati - PCBA",31-03-2024 06:00:00,26.2028636,91.70046436,NH3,5,5,5
India,Assam,Guwahati,"IITG, Guwahati - PCBA",31-03-2024 06:00:00,26.2028636,91.70046436,CO,10,30,24
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",31-03-2024 06:00:00,26.10887,91.589544,NO2,14,88,36
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",31-03-2024 06:00:00,26.10887,91.589544,NH3,1,8,3
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",31-03-2024 06:00:00,26.187500,91.744194,NO2,1,11,2
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",31-03-2024 06:00:00,26.349082,92.68449,PM10,82,149,100
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",31-03-2024 06:00:00,26.349082,92.68449,NO2,2,86,20
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",31-03-2024 06:00:00,26.349082,92.68449,NH3,4,29,12
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",31-03-2024 06:00:00,26.446912,91.439057,NO2,11,65,27
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",31-03-2024 06:00:00,26.446912,91.439057,NH3,1,7,2
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",31-03-2024 06:00:00,26.987634,94.636574,PM2.5,42,62,48
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",31-03-2024 06:00:00,26.987634,94.636574,OZONE,1,43,1
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",31-03-2024 06:00:00,26.146529,87.454184,SO2,12,19,16
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",31-03-2024 06:00:00,26.146529,87.454184,CO,20,33,29
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",31-03-2024 06:00:00,26.146529,87.454184,OZONE,7,11,10
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",31-03-2024 06:00:00,25.5626095,84.663264,NO2,8,67,24
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",31-03-2024 06:00:00,25.5626095,84.663264,SO2,15,24,19
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",31-03-2024 06:00:00,26.80365,84.51954,NH3,3,3,3
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",31-03-2024 06:00:00,26.80365,84.51954,OZONE,1,10,3
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",31-03-2024 06:00:00,25.265194,87.012947,NO2,2,10,7
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",31-03-2024 06:00:00,25.204762,85.514960,PM2.5,NA,NA,NA
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",31-03-2024 06:00:00,25.204762,85.514960,NO2,9,10,9
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",31-03-2024 06:00:00,25.204762,85.514960,SO2,2,15,8
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB (Formerly known as Central Jail)",31-03-2024 06:00:00,25.567520,83.966379,CO,19,122,46
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",31-03-2024 06:00:00,24.792403,84.992416,PM2.5,NA,NA,NA
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",31-03-2024 06:00:00,24.792403,84.992416,PM10,NA,NA,NA
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",31-03-2024 06:00:00,24.792403,84.992416,SO2,4,10,7
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",31-03-2024 06:00:00,24.762518,84.982348,SO2,6,8,7
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",31-03-2024 06:00:00,25.697189,85.245900,NO2,10,23,15
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",31-03-2024 06:00:00,25.697189,85.245900,CO,30,60,44
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",31-03-2024 06:00:00,25.560083,87.553265,NO2,17,25,21
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",31-03-2024 06:00:00,25.560083,87.553265,CO,50,64,55
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",31-03-2024 06:00:00,26.0881305,87.93840336,NO2,28,31,29
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",31-03-2024 06:00:00,26.0881305,87.93840336,SO2,32,85,42
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",31-03-2024 06:00:00,26.0881305,87.93840336,OZONE,18,71,19
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",31-03-2024 06:00:00,27.308328,84.531742,CO,27,34,33
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",31-03-2024 06:00:00,27.308328,84.531742,OZONE,6,35,8
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",31-03-2024 06:00:00,26.63086,84.90051,SO2,2,9,5
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",31-03-2024 06:00:00,26.11442,85.39813,PM10,116,194,154
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",31-03-2024 06:00:00,26.11442,85.39813,SO2,6,31,16
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",31-03-2024 06:00:00,26.1403345,85.3650192,OZONE,9,68,29
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",31-03-2024 06:00:00,26.1209,85.3647,SO2,6,17,9
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",31-03-2024 06:00:00,25.586562,85.043586,NO2,7,78,25
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",31-03-2024 06:00:00,25.592539,85.227158,CO,25,84,48
