country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",11-01-2024 07:00:00,14.675886,77.593027,PM10,NA,NA,NA
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",11-01-2024 07:00:00,13.204880,79.097889,PM10,25,92,52
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",11-01-2024 07:00:00,13.204880,79.097889,NO2,4,27,11
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",11-01-2024 07:00:00,14.465052,78.824187,PM2.5,40,153,72
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",11-01-2024 07:00:00,14.465052,78.824187,NO2,10,13,11
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",11-01-2024 07:00:00,14.465052,78.824187,OZONE,10,54,25
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",11-01-2024 07:00:00,16.9872867,81.7363176,CO,12,80,54
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",11-01-2024 07:00:00,16.9872867,81.7363176,OZONE,13,30,19
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",11-01-2024 07:00:00,13.67,79.35,PM2.5,65,118,88
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",11-01-2024 07:00:00,13.67,79.35,SO2,4,9,6
India,Andhra_Pradesh,Tirupati,"Tirumala, Tirupati - APPCB",11-01-2024 07:00:00,13.67,79.35,CO,43,52,47
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",11-01-2024 07:00:00,13.615387,79.409230,NO2,16,26,20
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",11-01-2024 07:00:00,13.615387,79.409230,NH3,2,3,3
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",11-01-2024 07:00:00,13.615387,79.409230,CO,14,14,14
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",11-01-2024 07:00:00,16.536107,80.594233,OZONE,6,92,23
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",11-01-2024 07:00:00,16.486692,80.699436,NO2,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",11-01-2024 07:00:00,16.509717,80.612222,PM2.5,52,91,76
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",11-01-2024 07:00:00,16.509717,80.612222,CO,36,40,36
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",11-01-2024 07:00:00,17.72,83.3,NH3,3,6,5
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",11-01-2024 07:00:00,17.72,83.3,CO,24,102,62
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",11-01-2024 07:00:00,27.103358,93.679645,SO2,3,3,3
