country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",05-01-2024 09:00:00,28.695381,77.181665,NH3,9,12,10
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",05-01-2024 09:00:00,28.695381,77.181665,SO2,12,27,19
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",05-01-2024 09:00:00,28.695381,77.181665,OZONE,4,6,5
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",05-01-2024 09:00:00,28.4706914,77.1099364,PM2.5,95,377,263
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",05-01-2024 09:00:00,28.4706914,77.1099364,PM10,135,413,295
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",05-01-2024 09:00:00,28.498571,77.264840,NH3,6,29,10
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",05-01-2024 09:00:00,28.498571,77.264840,OZONE,1,26,17
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",05-01-2024 09:00:00,28.5710274,77.0719006,PM2.5,243,421,367
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",05-01-2024 09:00:00,28.5710274,77.0719006,NO2,17,38,29
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",05-01-2024 09:00:00,28.5710274,77.0719006,CO,38,84,49
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",05-01-2024 09:00:00,28.5627763,77.1180053,PM2.5,NA,NA,NA
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",05-01-2024 09:00:00,28.5627763,77.1180053,PM10,NA,NA,NA
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",05-01-2024 09:00:00,28.5627763,77.1180053,OZONE,7,9,8
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",05-01-2024 09:00:00,28.6811736,77.3025234,PM2.5,318,366,346
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",05-01-2024 09:00:00,28.6811736,77.3025234,CO,10,73,28
India,Delhi,Delhi,"ITO, Delhi - CPCB",05-01-2024 09:00:00,28.628624,77.241060,NO2,12,33,22
India,Delhi,Delhi,"ITO, Delhi - CPCB",05-01-2024 09:00:00,28.628624,77.241060,OZONE,16,16,16
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",05-01-2024 09:00:00,28.732820,77.170633,SO2,13,28,19
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",05-01-2024 09:00:00,28.732820,77.170633,CO,42,111,52
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC",05-01-2024 09:00:00,28.732820,77.170633,OZONE,3,25,8
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",05-01-2024 09:00:00,28.580280,77.233829,PM2.5,291,420,358
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",05-01-2024 09:00:00,28.580280,77.233829,NH3,11,14,12
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",05-01-2024 09:00:00,28.580280,77.233829,SO2,18,26,22
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",05-01-2024 09:00:00,28.580280,77.233829,CO,42,86,54
India,Delhi,Delhi,"Mundka, Delhi - DPCC",05-01-2024 09:00:00,28.684678,77.076574,PM2.5,305,433,367
India,Delhi,Delhi,"Mundka, Delhi - DPCC",05-01-2024 09:00:00,28.684678,77.076574,CO,48,75,53
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",05-01-2024 09:00:00,28.60909,77.0325413,SO2,10,70,17
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",05-01-2024 09:00:00,28.60909,77.0325413,OZONE,9,25,19
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",05-01-2024 09:00:00,28.570173,76.933762,NO2,10,40,27
India,Delhi,Delhi,"Narela, Delhi - DPCC",05-01-2024 09:00:00,28.822836,77.101981,NH3,5,11,9
India,Delhi,Delhi,"Narela, Delhi - DPCC",05-01-2024 09:00:00,28.822836,77.101981,OZONE,4,32,19
