country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB",11-01-2024 09:00:00,16.5150833,80.5181667,OZONE,3,74,11
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",11-01-2024 09:00:00,14.675886,77.593027,PM2.5,NA,NA,NA
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",11-01-2024 09:00:00,14.675886,77.593027,SO2,NA,NA,NA
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",11-01-2024 09:00:00,13.204880,79.097889,NO2,4,23,11
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",11-01-2024 09:00:00,13.615387,79.409230,NO2,16,26,20
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",11-01-2024 09:00:00,13.615387,79.409230,NH3,2,3,3
India,Andhra_Pradesh,Vijayawada,"Kanuru, Vijayawada - APPCB",11-01-2024 09:00:00,16.486692,80.699436,SO2,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",11-01-2024 09:00:00,16.509717,80.612222,NH3,2,8,6
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",11-01-2024 09:00:00,16.509717,80.612222,SO2,NA,NA,NA
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",11-01-2024 09:00:00,17.72,83.3,NO2,16,72,42
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",11-01-2024 09:00:00,17.72,83.3,CO,24,102,56
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",11-01-2024 09:00:00,27.103358,93.679645,PM10,53,163,100
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",11-01-2024 09:00:00,27.103358,93.679645,OZONE,2,2,2
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",11-01-2024 09:00:00,26.071318,91.87488,PM2.5,NA,NA,NA
