country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",07-01-2024 08:00:00,14.675886,77.593027,PM2.5,25,46,36
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",07-01-2024 08:00:00,14.675886,77.593027,NH3,3,3,3
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",07-01-2024 08:00:00,14.675886,77.593027,SO2,4,10,5
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",07-01-2024 08:00:00,14.675886,77.593027,OZONE,17,39,22
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",07-01-2024 08:00:00,13.204880,79.097889,PM2.5,18,40,29
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB",07-01-2024 08:00:00,14.465052,78.824187,OZONE,8,44,21
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",07-01-2024 08:00:00,16.9872867,81.7363176,SO2,16,34,22
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",07-01-2024 08:00:00,16.9872867,81.7363176,CO,6,49,32
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",07-01-2024 08:00:00,16.536107,80.594233,SO2,5,17,10
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",07-01-2024 08:00:00,16.536107,80.594233,CO,24,28,26
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",07-01-2024 08:00:00,16.509717,80.612222,NH3,5,7,6
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",07-01-2024 08:00:00,16.509717,80.612222,CO,42,51,42
India,Andhra_Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB",07-01-2024 08:00:00,17.72,83.3,PM2.5,92,233,157
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",07-01-2024 08:00:00,27.103358,93.679645,PM10,29,149,77
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",07-01-2024 08:00:00,26.071318,91.87488,SO2,14,19,17
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",07-01-2024 08:00:00,26.071318,91.87488,OZONE,6,7,6
India,Assam,Guwahati,"IITG, Guwahati - PCBA",07-01-2024 08:00:00,26.2028636,91.70046436,PM10,NA,NA,NA
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",07-01-2024 08:00:00,26.10887,91.589544,NO2,8,71,33
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA",07-01-2024 08:00:00,26.187500,91.744194,PM2.5,45,325,194
India,Assam,Nagaon,"Christianpatty, Nagaon - PCBA",07-01-2024 08:00:00,26.349082,92.68449,CO,3,4,4
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",07-01-2024 08:00:00,26.446912,91.439057,NO2,40,72,56
India,Assam,Silchar,"Tarapur, Silchar - PCBA",07-01-2024 08:00:00,24.82827,92.79525,PM10,49,72,56
India,Assam,Silchar,"Tarapur, Silchar - PCBA",07-01-2024 08:00:00,24.82827,92.79525,NH3,1,1,1
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",07-01-2024 08:00:00,26.987634,94.636574,PM10,31,91,56
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",07-01-2024 08:00:00,26.987634,94.636574,SO2,5,6,5
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",07-01-2024 08:00:00,26.987634,94.636574,CO,4,46,32
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",07-01-2024 08:00:00,26.146529,87.454184,PM10,135,422,297
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",07-01-2024 08:00:00,25.5626095,84.663264,PM2.5,110,365,281
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",07-01-2024 08:00:00,24.75746,84.366208,PM2.5,33,233,76
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",07-01-2024 08:00:00,24.75746,84.366208,CO,37,88,82
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",07-01-2024 08:00:00,26.80365,84.51954,NH3,3,3,3
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",07-01-2024 08:00:00,25.251013,86.989001,CO,49,89,70
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",07-01-2024 08:00:00,25.265194,87.012947,PM2.5,177,500,389
India,Bihar,Bihar Sharif,"D M Colony, Bihar Sharif - BSPCB",07-01-2024 08:00:00,25.204762,85.514960,OZONE,NA,NA,NA
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",07-01-2024 08:00:00,24.792403,84.992416,NO2,30,31,30
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",07-01-2024 08:00:00,24.792403,84.992416,OZONE,3,47,19
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",07-01-2024 08:00:00,24.762518,84.982348,PM10,98,139,111
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",07-01-2024 08:00:00,24.762518,84.982348,SO2,8,10,9
